year;area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;name_numerator;name_denominator;period
2013;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;130.3;247;188241;rate;antall;innbyggere;2013-2017
2015;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;104.8;203;190500;rate;antall;innbyggere;2013-2017
2014;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;134;256;189712;rate;antall;innbyggere;2013-2017
2016;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;131.4;257;191730;rate;antall;innbyggere;2013-2017
2017;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;172.1;340;192407;rate;antall;innbyggere;2013-2017
2013;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;130.3;247;188241;rate;antall;innbyggere;2013-2017
2015;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;104.8;203;190500;rate;antall;innbyggere;2013-2017
2014;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;134;256;189712;rate;antall;innbyggere;2013-2017
2016;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;131.4;257;191730;rate;antall;innbyggere;2013-2017
2017;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;172.1;340;192407;rate;antall;innbyggere;2013-2017
2013;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;130.3;247;188241;rate;antall;innbyggere;2013-2017
2015;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;104.8;203;190500;rate;antall;innbyggere;2013-2017
2014;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;134;256;189712;rate;antall;innbyggere;2013-2017
2016;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;131.4;257;191730;rate;antall;innbyggere;2013-2017
2017;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;172.1;340;192407;rate;antall;innbyggere;2013-2017
2013;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;130.3;247;188241;rate;antall;innbyggere;2013-2017
2015;2;5;Karpaltunnelsyndrom;UNN;1;Dagkirurgi;104.8;203;190500;rate;antall;innbyggere;2013-2017
2013;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;138.4;193;136442;rate;antall;innbyggere;2013-2017
2016;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;139.7;201;138164;rate;antall;innbyggere;2013-2017
2014;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;113.7;161;136931;rate;antall;innbyggere;2013-2017
2015;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;97.2;140;137343;rate;antall;innbyggere;2013-2017
2017;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;125;183;138813;rate;antall;innbyggere;2013-2017
2013;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;138.4;193;136442;rate;antall;innbyggere;2013-2017
2016;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;139.7;201;138164;rate;antall;innbyggere;2013-2017
2014;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;113.7;161;136931;rate;antall;innbyggere;2013-2017
2015;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;97.2;140;137343;rate;antall;innbyggere;2013-2017
2017;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;125;183;138813;rate;antall;innbyggere;2013-2017
2013;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;138.4;193;136442;rate;antall;innbyggere;2013-2017
2016;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;139.7;201;138164;rate;antall;innbyggere;2013-2017
2014;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;113.7;161;136931;rate;antall;innbyggere;2013-2017
2015;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;97.2;140;137343;rate;antall;innbyggere;2013-2017
2017;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;125;183;138813;rate;antall;innbyggere;2013-2017
2013;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;138.4;193;136442;rate;antall;innbyggere;2013-2017
2016;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;139.7;201;138164;rate;antall;innbyggere;2013-2017
2014;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;113.7;161;136931;rate;antall;innbyggere;2013-2017
2015;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;97.2;140;137343;rate;antall;innbyggere;2013-2017
2017;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;125;183;138813;rate;antall;innbyggere;2013-2017
2013;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;138.4;193;136442;rate;antall;innbyggere;2013-2017
2016;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;139.7;201;138164;rate;antall;innbyggere;2013-2017
2014;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;113.7;161;136931;rate;antall;innbyggere;2013-2017
2015;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;97.2;140;137343;rate;antall;innbyggere;2013-2017
2017;3;5;Karpaltunnelsyndrom;Nordland;1;Dagkirurgi;125;183;138813;rate;antall;innbyggere;2013-2017
2014;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;129.3;110;78492;rate;antall;innbyggere;2013-2017
2016;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;127.8;110;78604;rate;antall;innbyggere;2013-2017
2015;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.1;119;78393;rate;antall;innbyggere;2013-2017
2013;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;128.3;106;78244;rate;antall;innbyggere;2013-2017
2017;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.7;121;78614;rate;antall;innbyggere;2013-2017
2014;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;129.3;110;78492;rate;antall;innbyggere;2013-2017
2016;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;127.8;110;78604;rate;antall;innbyggere;2013-2017
2015;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.1;119;78393;rate;antall;innbyggere;2013-2017
2013;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;128.3;106;78244;rate;antall;innbyggere;2013-2017
2017;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.7;121;78614;rate;antall;innbyggere;2013-2017
2014;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;129.3;110;78492;rate;antall;innbyggere;2013-2017
2016;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;127.8;110;78604;rate;antall;innbyggere;2013-2017
2015;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.1;119;78393;rate;antall;innbyggere;2013-2017
2013;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;128.3;106;78244;rate;antall;innbyggere;2013-2017
2017;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.7;121;78614;rate;antall;innbyggere;2013-2017
2014;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;129.3;110;78492;rate;antall;innbyggere;2013-2017
2016;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;127.8;110;78604;rate;antall;innbyggere;2013-2017
2015;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.1;119;78393;rate;antall;innbyggere;2013-2017
2013;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;128.3;106;78244;rate;antall;innbyggere;2013-2017
2017;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.7;121;78614;rate;antall;innbyggere;2013-2017
2014;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;129.3;110;78492;rate;antall;innbyggere;2013-2017
2016;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;127.8;110;78604;rate;antall;innbyggere;2013-2017
2015;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.1;119;78393;rate;antall;innbyggere;2013-2017
2013;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;128.3;106;78244;rate;antall;innbyggere;2013-2017
2017;4;5;Karpaltunnelsyndrom;Helgeland;1;Dagkirurgi;139.7;121;78614;rate;antall;innbyggere;2013-2017
2013;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;192.5;264;133570;rate;antall;innbyggere;2013-2017
2016;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;147.1;210;135690;rate;antall;innbyggere;2013-2017
2014;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;173.8;242;134219;rate;antall;innbyggere;2013-2017
2015;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;159.6;227;134805;rate;antall;innbyggere;2013-2017
2017;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;157.5;230;136320;rate;antall;innbyggere;2013-2017
2013;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;192.5;264;133570;rate;antall;innbyggere;2013-2017
2016;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;147.1;210;135690;rate;antall;innbyggere;2013-2017
2014;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;173.8;242;134219;rate;antall;innbyggere;2013-2017
2015;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;159.6;227;134805;rate;antall;innbyggere;2013-2017
2017;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;157.5;230;136320;rate;antall;innbyggere;2013-2017
2013;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;192.5;264;133570;rate;antall;innbyggere;2013-2017
2016;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;147.1;210;135690;rate;antall;innbyggere;2013-2017
2014;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;173.8;242;134219;rate;antall;innbyggere;2013-2017
2015;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;159.6;227;134805;rate;antall;innbyggere;2013-2017
2017;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;157.5;230;136320;rate;antall;innbyggere;2013-2017
2013;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;192.5;264;133570;rate;antall;innbyggere;2013-2017
2016;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;147.1;210;135690;rate;antall;innbyggere;2013-2017
2014;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;173.8;242;134219;rate;antall;innbyggere;2013-2017
2015;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;159.6;227;134805;rate;antall;innbyggere;2013-2017
2017;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;157.5;230;136320;rate;antall;innbyggere;2013-2017
2013;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;192.5;264;133570;rate;antall;innbyggere;2013-2017
2016;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;147.1;210;135690;rate;antall;innbyggere;2013-2017
2014;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;173.8;242;134219;rate;antall;innbyggere;2013-2017
2015;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;159.6;227;134805;rate;antall;innbyggere;2013-2017
2017;5;5;Karpaltunnelsyndrom;Nord-Trøndelag;1;Dagkirurgi;157.5;230;136320;rate;antall;innbyggere;2013-2017
2016;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;127.6;400;320932;rate;antall;innbyggere;2013-2017
2013;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;151.9;453;309815;rate;antall;innbyggere;2013-2017
2015;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;135.8;419;317000;rate;antall;innbyggere;2013-2017
2017;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;137.9;439;324463;rate;antall;innbyggere;2013-2017
2014;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;132.2;401;313604;rate;antall;innbyggere;2013-2017
2016;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;127.6;400;320932;rate;antall;innbyggere;2013-2017
2013;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;151.9;453;309815;rate;antall;innbyggere;2013-2017
2015;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;135.8;419;317000;rate;antall;innbyggere;2013-2017
2017;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;137.9;439;324463;rate;antall;innbyggere;2013-2017
2014;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;132.2;401;313604;rate;antall;innbyggere;2013-2017
2016;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;127.6;400;320932;rate;antall;innbyggere;2013-2017
2013;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;151.9;453;309815;rate;antall;innbyggere;2013-2017
2015;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;135.8;419;317000;rate;antall;innbyggere;2013-2017
2017;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;137.9;439;324463;rate;antall;innbyggere;2013-2017
2014;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;132.2;401;313604;rate;antall;innbyggere;2013-2017
2016;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;127.6;400;320932;rate;antall;innbyggere;2013-2017
2013;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;151.9;453;309815;rate;antall;innbyggere;2013-2017
2015;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;135.8;419;317000;rate;antall;innbyggere;2013-2017
2017;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;137.9;439;324463;rate;antall;innbyggere;2013-2017
2014;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;132.2;401;313604;rate;antall;innbyggere;2013-2017
2016;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;127.6;400;320932;rate;antall;innbyggere;2013-2017
2013;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;151.9;453;309815;rate;antall;innbyggere;2013-2017
2015;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;135.8;419;317000;rate;antall;innbyggere;2013-2017
2017;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;137.9;439;324463;rate;antall;innbyggere;2013-2017
2014;6;5;Karpaltunnelsyndrom;St. Olavs;1;Dagkirurgi;132.2;401;313604;rate;antall;innbyggere;2013-2017
2016;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;152.3;414;264248;rate;antall;innbyggere;2013-2017
2013;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;144.3;382;259484;rate;antall;innbyggere;2013-2017
2015;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;145.6;394;263254;rate;antall;innbyggere;2013-2017
2014;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;160.1;427;261681;rate;antall;innbyggere;2013-2017
2017;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;192.4;531;264817;rate;antall;innbyggere;2013-2017
2016;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;152.3;414;264248;rate;antall;innbyggere;2013-2017
2013;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;144.3;382;259484;rate;antall;innbyggere;2013-2017
2015;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;145.6;394;263254;rate;antall;innbyggere;2013-2017
2014;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;160.1;427;261681;rate;antall;innbyggere;2013-2017
2017;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;192.4;531;264817;rate;antall;innbyggere;2013-2017
2016;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;152.3;414;264248;rate;antall;innbyggere;2013-2017
2013;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;144.3;382;259484;rate;antall;innbyggere;2013-2017
2015;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;145.6;394;263254;rate;antall;innbyggere;2013-2017
2014;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;160.1;427;261681;rate;antall;innbyggere;2013-2017
2017;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;192.4;531;264817;rate;antall;innbyggere;2013-2017
2016;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;152.3;414;264248;rate;antall;innbyggere;2013-2017
2013;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;144.3;382;259484;rate;antall;innbyggere;2013-2017
2015;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;145.6;394;263254;rate;antall;innbyggere;2013-2017
2014;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;160.1;427;261681;rate;antall;innbyggere;2013-2017
2017;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;192.4;531;264817;rate;antall;innbyggere;2013-2017
2016;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;152.3;414;264248;rate;antall;innbyggere;2013-2017
2013;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;144.3;382;259484;rate;antall;innbyggere;2013-2017
2015;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;145.6;394;263254;rate;antall;innbyggere;2013-2017
2014;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;160.1;427;261681;rate;antall;innbyggere;2013-2017
2017;7;5;Karpaltunnelsyndrom;Møre og Romsdal;1;Dagkirurgi;192.4;531;264817;rate;antall;innbyggere;2013-2017
2016;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;137.7;158;110266;rate;antall;innbyggere;2013-2017
2015;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;153.8;176;109530;rate;antall;innbyggere;2013-2017
2017;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;104.5;122;110230;rate;antall;innbyggere;2013-2017
2013;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;123;137;108965;rate;antall;innbyggere;2013-2017
2014;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;135;155;109170;rate;antall;innbyggere;2013-2017
2016;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;137.7;158;110266;rate;antall;innbyggere;2013-2017
2015;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;153.8;176;109530;rate;antall;innbyggere;2013-2017
2017;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;104.5;122;110230;rate;antall;innbyggere;2013-2017
2013;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;123;137;108965;rate;antall;innbyggere;2013-2017
2014;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;135;155;109170;rate;antall;innbyggere;2013-2017
2016;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;137.7;158;110266;rate;antall;innbyggere;2013-2017
2015;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;153.8;176;109530;rate;antall;innbyggere;2013-2017
2017;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;104.5;122;110230;rate;antall;innbyggere;2013-2017
2013;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;123;137;108965;rate;antall;innbyggere;2013-2017
2014;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;135;155;109170;rate;antall;innbyggere;2013-2017
2016;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;137.7;158;110266;rate;antall;innbyggere;2013-2017
2015;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;153.8;176;109530;rate;antall;innbyggere;2013-2017
2017;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;104.5;122;110230;rate;antall;innbyggere;2013-2017
2013;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;123;137;108965;rate;antall;innbyggere;2013-2017
2014;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;135;155;109170;rate;antall;innbyggere;2013-2017
2016;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;137.7;158;110266;rate;antall;innbyggere;2013-2017
2015;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;153.8;176;109530;rate;antall;innbyggere;2013-2017
2017;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;104.5;122;110230;rate;antall;innbyggere;2013-2017
2013;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;123;137;108965;rate;antall;innbyggere;2013-2017
2014;8;5;Karpaltunnelsyndrom;Førde;1;Dagkirurgi;135;155;109170;rate;antall;innbyggere;2013-2017
2016;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;116.6;502;447837;rate;antall;innbyggere;2013-2017
2014;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;103.8;430;439777;rate;antall;innbyggere;2013-2017
2013;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;115;470;434147;rate;antall;innbyggere;2013-2017
2015;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;117.4;497;444677;rate;antall;innbyggere;2013-2017
2017;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;112.6;491;450597;rate;antall;innbyggere;2013-2017
2016;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;116.6;502;447837;rate;antall;innbyggere;2013-2017
2014;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;103.8;430;439777;rate;antall;innbyggere;2013-2017
2013;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;115;470;434147;rate;antall;innbyggere;2013-2017
2015;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;117.4;497;444677;rate;antall;innbyggere;2013-2017
2017;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;112.6;491;450597;rate;antall;innbyggere;2013-2017
2016;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;116.6;502;447837;rate;antall;innbyggere;2013-2017
2014;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;103.8;430;439777;rate;antall;innbyggere;2013-2017
2013;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;115;470;434147;rate;antall;innbyggere;2013-2017
2015;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;117.4;497;444677;rate;antall;innbyggere;2013-2017
2017;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;112.6;491;450597;rate;antall;innbyggere;2013-2017
2016;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;116.6;502;447837;rate;antall;innbyggere;2013-2017
2014;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;103.8;430;439777;rate;antall;innbyggere;2013-2017
2013;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;115;470;434147;rate;antall;innbyggere;2013-2017
2015;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;117.4;497;444677;rate;antall;innbyggere;2013-2017
2017;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;112.6;491;450597;rate;antall;innbyggere;2013-2017
2016;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;116.6;502;447837;rate;antall;innbyggere;2013-2017
2014;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;103.8;430;439777;rate;antall;innbyggere;2013-2017
2013;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;115;470;434147;rate;antall;innbyggere;2013-2017
2015;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;117.4;497;444677;rate;antall;innbyggere;2013-2017
2017;9;5;Karpaltunnelsyndrom;Bergen;1;Dagkirurgi;112.6;491;450597;rate;antall;innbyggere;2013-2017
2015;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;182.8;327;180349;rate;antall;innbyggere;2013-2017
2013;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;161.4;282;178086;rate;antall;innbyggere;2013-2017
2016;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;164.2;296;181059;rate;antall;innbyggere;2013-2017
2014;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;187.7;333;179521;rate;antall;innbyggere;2013-2017
2017;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;180.6;328;180732;rate;antall;innbyggere;2013-2017
2015;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;182.8;327;180349;rate;antall;innbyggere;2013-2017
2013;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;161.4;282;178086;rate;antall;innbyggere;2013-2017
2016;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;164.2;296;181059;rate;antall;innbyggere;2013-2017
2014;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;187.7;333;179521;rate;antall;innbyggere;2013-2017
2017;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;180.6;328;180732;rate;antall;innbyggere;2013-2017
2015;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;182.8;327;180349;rate;antall;innbyggere;2013-2017
2013;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;161.4;282;178086;rate;antall;innbyggere;2013-2017
2016;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;164.2;296;181059;rate;antall;innbyggere;2013-2017
2014;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;187.7;333;179521;rate;antall;innbyggere;2013-2017
2017;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;180.6;328;180732;rate;antall;innbyggere;2013-2017
2015;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;182.8;327;180349;rate;antall;innbyggere;2013-2017
2013;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;161.4;282;178086;rate;antall;innbyggere;2013-2017
2016;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;164.2;296;181059;rate;antall;innbyggere;2013-2017
2014;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;187.7;333;179521;rate;antall;innbyggere;2013-2017
2017;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;180.6;328;180732;rate;antall;innbyggere;2013-2017
2015;10;5;Karpaltunnelsyndrom;Fonna;1;Dagkirurgi;182.8;327;180349;rate;antall;innbyggere;2013-2017
